name,KO/TKO,Submission,Unanimous Decision,Majority Decision,Split Decision,No Contest,Losses,StrikeBonus,5roundBonus,Value
Ramazan Temirov,100,0,0,0,0,0,0,19,0,119
Brad Kohler,100,0,0,0,0,0,10,9,0,119
Christian Colombo,0,0,0,75,0,0,20,24,0,119
Rolando Dy,0,0,80,0,0,0,30,9,0,119
Francisco Bueno,100,0,0,0,0,0,10,9,0,119
Andreas Michailidis,0,0,80,0,0,0,30,8,0,118
Mike Nickels,0,90,0,0,0,0,10,18,0,118
Gadzhi Omargadzhiev,0,90,0,0,0,0,20,8,0,118
Klidson Abreu,0,0,80,0,0,10,20,8,0,118
Nick Denis,100,0,0,0,0,0,10,8,0,118
Kamuela Kirk,0,0,80,0,0,0,30,8,0,118
Per Eklund,0,90,0,0,0,0,20,8,0,118
Luke Zachrich,0,0,80,0,0,0,20,17,0,117
Bruno Lopes,100,0,0,0,0,0,10,7,0,117
Sai Wang,0,0,80,0,0,0,10,27,0,117
Katsuhiko Nagata,0,0,80,0,0,0,30,7,0,117
Rob MacDonald,0,90,0,0,0,0,20,7,0,117
Shelton Graves,100,0,0,0,0,0,0,17,0,117
Galore Bofando,100,0,0,0,0,0,10,7,0,117
SangWon Kim,100,0,0,0,0,0,10,7,0,117
KyeungPyo Kim,100,0,0,0,0,0,10,7,0,117
Colton Smith,0,0,80,0,0,0,30,6,0,116
Lance Gibson,100,0,0,0,0,0,10,6,0,116
Orlando Wiet,100,0,0,0,0,0,10,6,0,116
Peter Danesoe,100,0,0,0,0,0,10,6,0,116
Joe Slick,100,0,0,0,0,0,10,6,0,116
Cristiano Marcello,0,0,0,0,70,0,40,6,0,116
Ricardo Abreu,0,90,0,0,0,0,10,16,0,116
Danni McCormack,0,0,80,0,0,0,0,36,0,116
Brian Schwartz,100,0,0,0,0,0,10,6,0,116
Rashad Coulter,0,0,80,0,0,0,30,6,0,116
Shamil Gamzatov,0,0,0,0,70,0,10,35,0,115
Dan Christison,0,90,0,0,0,0,10,15,0,115
Satoru Kitaoka,0,0,0,0,70,0,20,0,25,115
Jerrod Sanders,0,0,80,0,0,10,20,5,0,115
Jerome LeBanner,100,0,0,0,0,0,10,5,0,115
Robelis Despaigne,100,0,0,0,0,0,10,5,0,115
Glaico Franca Moreira,0,90,0,0,0,0,20,5,0,115
Jose Palacios,0,0,80,0,0,0,20,15,0,115
Daniel Spohn,0,90,0,0,0,0,10,15,0,115
Yusup Saadulaev,100,0,0,0,0,0,10,5,0,115
Jon Hess,100,0,0,0,0,0,0,15,0,115
Sarah Alpar,0,90,0,0,0,0,20,5,0,115
Brendan O'Reilly,0,0,80,0,0,0,30,4,0,114
Isaiah Hill,0,90,0,0,0,0,20,4,0,114
Kenny Ento,0,90,0,0,0,0,0,23,0,113
Matt Arroyo,0,90,0,0,0,0,20,3,0,113
Pawel Pawlak,0,0,80,0,0,0,20,13,0,113
Tim McKenzie,0,90,0,0,0,0,20,3,0,113
Mike Ricci,0,0,80,0,0,0,20,13,0,113
Seth Dikun,0,90,0,0,0,0,20,3,0,113
Ivana Petrovic,0,90,0,0,0,0,10,12,0,112
Drako Rodriguez,0,90,0,0,0,0,20,2,0,112
Will Kerr,0,90,0,0,0,0,20,2,0,112
Alex Da Silva,0,0,80,0,0,0,30,2,0,112
Koya Kanda,0,0,80,0,0,0,10,22,0,112
Jenna Castillo,100,0,0,0,0,0,0,11,0,111
Brendan Loughnane,0,0,80,0,0,0,10,21,0,111
Robert Sanchez,0,90,0,0,0,0,20,1,0,111
Dylan Budka,0,0,80,0,0,0,20,11,0,111
Tim Lajcik,0,0,80,0,0,0,30,1,0,111
Austin Springer,0,90,0,0,0,0,10,11,0,111
Niklas Backstrom,0,90,0,0,0,0,20,1,0,111
Gabriel Miranda,0,90,0,0,0,0,20,1,0,111
Azunna Anyanwu,100,0,0,0,0,0,10,1,0,111
Antonio Braga Neto,0,90,0,0,0,0,20,1,0,111
Masakatsu Funaki,0,90,0,0,0,0,20,1,0,111
Edson Berto,0,90,0,0,0,0,20,1,0,111
Jonathan Wiezorek,100,0,0,0,0,0,10,0,0,110
Ron Keslar,0,90,0,0,0,0,20,0,0,110
Cale Yarbrough,100,0,0,0,0,0,10,0,0,110
Eduardo Pamplona,100,0,0,0,0,0,10,0,0,110
Clint Coronel,0,90,0,0,0,0,20,0,0,110
Montserrat Conejo Ruiz,0,0,80,0,0,0,30,0,0,110
Sean McCorkle,0,90,0,0,0,0,20,0,0,110
Lucas Lopes,100,0,0,0,0,0,10,0,0,110
Ian Entwistle,0,90,0,0,0,0,20,0,0,110
Gasan Umalatov,0,0,80,0,0,0,30,0,0,110
Carlos Zevallos,100,0,0,0,0,0,0,10,0,110
Jose Torres,100,0,0,0,0,0,10,0,0,110
Mike Bronzoulis,100,0,0,0,0,0,10,0,0,110
SangHoon Yoo,100,0,0,0,0,0,10,0,0,110
Hector Urbina,0,90,0,0,0,0,20,0,0,110
Roberto Traven,100,0,0,0,0,0,10,0,0,110
Kazuki Tokudome,0,0,80,0,0,0,30,0,0,110
Tai Bowden,100,0,0,0,0,0,10,0,0,110
Mandy Bohm,0,0,0,0,70,0,20,20,0,110
Paul Bradley,0,0,80,0,0,0,30,0,0,110
Westin Wilson,0,90,0,0,0,0,20,0,0,110
Dustin West,100,0,0,0,0,0,10,0,0,110
Charles McCarthy,0,90,0,0,0,0,20,0,0,110
Nick Sanzo,100,0,0,0,0,0,10,0,0,110
Tresean Gore,0,90,0,0,0,0,20,0,0,110
Zak Bucia,0,90,0,0,0,0,20,0,0,110
Kazuki Okubo,0,90,0,0,0,0,10,10,0,110
Felipe dos Santos,0,0,0,0,70,0,20,20,0,110
Ernesta Kareckaite,0,0,0,0,70,0,10,30,0,110
Kron Gracie,0,90,0,0,0,0,20,0,0,110
Papy Abedi,0,0,0,0,70,0,30,10,0,110
Ricardo Romero,0,90,0,0,0,0,20,0,0,110
Steve Bruno,0,90,0,0,0,0,20,0,0,110
Lucas Rocha,100,0,0,0,0,0,10,0,0,110
Tedd Williams,100,0,0,0,0,0,10,0,0,110
Carlos Eduardo Rocha,0,90,0,0,0,0,20,0,0,110
Brendan Seguin,0,0,80,0,0,0,0,30,0,110
Cody Pfister,0,0,80,0,0,0,30,0,0,110
War Machine,100,0,0,0,0,0,10,0,0,110
Thomas Diagne,0,0,80,0,0,0,30,0,0,110
Karen Darabedyan,0,0,0,0,70,0,20,19,0,109
Steve Nelmark,0,90,0,0,0,0,10,9,0,109
Irina Alekseeva,0,90,0,0,0,0,10,9,0,109
Keith Rockel,0,90,0,0,0,0,10,9,0,109
Georgi Karakhanyan,0,0,0,0,70,0,0,39,0,109
Yao Zhikui,0,0,0,0,70,0,30,9,0,109
Wang Cong,100,0,0,0,0,0,0,9,0,109
Josh Stansbury,0,0,0,75,0,0,20,14,0,109
Clifford Starks,0,0,80,0,0,0,20,8,0,108
Royler Gracie,0,90,0,0,0,0,10,8,0,108
Rafael Carino,100,0,0,0,0,0,0,8,0,108
Mickael Lebout,0,0,80,0,0,0,20,8,0,108
Eddy Ellis,0,0,80,0,0,0,0,28,0,108
Danny Sabatello,0,0,80,0,0,0,0,28,0,108
Anthony Romero,0,0,80,0,0,0,0,28,0,108
Ramazan Kuramagomedov,0,0,0,0,70,0,0,38,0,108
Nadia Kassem,0,0,80,0,0,0,20,7,0,107
Carlos Barreto,0,0,80,0,0,0,20,7,0,107
Karolina Wojcik,0,0,80,0,0,0,0,27,0,107
Marcus LeVesseur,0,0,0,0,70,0,20,17,0,107
Tadao Yasuda,0,0,0,0,70,0,0,37,0,107
Sherrard Blackledge,0,0,80,0,0,0,10,17,0,107
Chris Dempsey,0,0,0,0,70,0,30,7,0,107
Marcelo Mello,100,0,0,0,0,0,0,7,0,107
Daniel Allen,0,0,80,0,0,0,0,26,0,106
Rafael Dias,0,0,80,0,0,0,20,6,0,106
Ariel Gandulla,0,0,0,0,70,0,10,1,25,106
Abdul-Kareem Al-Selwady,0,0,80,0,0,0,10,15,0,105
Jonas Bilharinho,100,0,0,0,0,0,0,5,0,105
Raphael Pessoa,0,0,80,0,0,0,20,5,0,105
JJ Okanovich,0,0,80,0,0,0,0,25,0,105
Chris Tuchscherer,0,0,0,75,0,0,30,0,0,105
Yan Qihui,0,0,0,0,70,0,20,15,0,105
Clay Harvison,0,0,0,0,70,0,20,15,0,105
Chad George,0,0,80,0,0,0,20,5,0,105
Michael Page,0,0,80,0,0,0,10,14,0,104
Crosley Gracie,0,90,0,0,0,0,10,4,0,104
Tom Niinimaki,0,0,0,0,70,0,30,4,0,104
Jeff Bedard,0,0,80,0,0,0,10,14,0,104
Roger Narvaez,0,0,0,0,70,0,20,14,0,104
Chibwikem Onyenegecha,0,0,0,0,70,0,0,33,0,103
James Lee,0,90,0,0,0,0,10,3,0,103
Ray Sefo,0,90,0,0,0,0,10,3,0,103
Kanako Murata,0,0,80,0,0,0,20,3,0,103
Hans Stringer,0,0,0,0,70,0,20,13,0,103
Jamey-Lyn Horth,0,0,80,0,0,0,10,13,0,103
Buddy Roberts,0,0,80,0,0,0,10,13,0,103
Todd Medina,0,90,0,0,0,0,10,3,0,103
David Michaud,0,0,80,0,0,0,20,2,0,102
Steve Steinbeiss,0,0,0,0,0,0,30,72,0,102
Kazunari Murakami,0,90,0,0,0,0,10,2,0,102
Bassil Hafez,0,0,80,0,0,0,10,12,0,102
Shinsho Anzai,0,0,80,0,0,0,20,2,0,102
Dave Jansen,0,0,80,0,0,0,20,2,0,102
Rodolfo Marques Diniz,0,0,80,0,0,0,10,11,0,101
Carl Malenko,0,0,80,0,0,0,20,1,0,101
Scott Morris,0,90,0,0,0,0,10,1,0,101
Thanh Le,100,0,0,0,0,0,0,1,0,101
Joao Roque,0,90,0,0,0,0,10,1,0,101
Cortavious Romious,0,0,80,0,0,0,10,11,0,101
Scott Bessac,0,90,0,0,0,0,10,0,0,100
Timmy Cuamba,0,0,80,0,0,0,20,0,0,100
Joel Sutton,100,0,0,0,0,0,0,0,0,100
Valter Walker,0,90,0,0,0,0,10,0,0,100
Alptekin Ozkilic,0,0,0,0,70,0,30,0,0,100
Koji Kitao,0,90,0,0,0,0,10,0,0,100
Mike Glenn,100,0,0,0,0,0,0,0,0,100
Shuya Kamikubo,0,0,0,0,70,0,10,20,0,100
Steve Hadsel,100,0,0,0,0,0,0,0,0,100
Lee Murray,0,90,0,0,0,0,10,0,0,100
Thomas Campbell,0,90,0,0,0,0,10,0,0,100
Roman Mitichyan,0,90,0,0,0,0,10,0,0,100
Kurt Osiander,100,0,0,0,0,0,0,0,0,100
Aaron Lanfranco,100,0,0,0,0,0,0,0,0,100
Cody Floyd,100,0,0,0,0,0,0,0,0,100
Heather Clark,0,0,80,0,0,0,20,0,0,100
Eric Schwartz,100,0,0,0,0,0,0,0,0,100
Brian Davidson,100,0,0,0,0,0,0,0,0,100
John Franchi,0,0,0,0,70,0,20,10,0,100
Bill Cooper,0,90,0,0,0,0,10,0,0,100
Cesar Marscucci,100,0,0,0,0,0,0,0,0,100
Kerry Vera,100,0,0,0,0,0,0,0,0,100
Shingo Kohara,100,0,0,0,0,0,0,0,0,100
Boston Salmon,0,0,80,0,0,0,20,0,0,100
Curt Warburton,0,0,80,0,0,0,20,0,0,100
Reynaldo Trujillo,100,0,0,0,0,0,0,0,0,100
Lee Gibson,100,0,0,0,0,0,0,0,0,100
Yasuhito Namekawa,0,90,0,0,0,0,10,0,0,100
Wayne Cole,0,90,0,0,0,0,10,0,0,100
Tom Aaron,0,90,0,0,0,0,10,0,0,100
Brian Rogers,100,0,0,0,0,0,0,0,0,100
Joey Armstrong,100,0,0,0,0,0,0,0,0,100
Lemont Davis,0,0,80,0,0,0,20,0,0,100
Mike Ciesnolevicz,0,90,0,0,0,0,10,0,0,100
Cole Province,0,0,80,0,0,0,20,0,0,100
Ahmad Hassanzada,0,90,0,0,0,0,10,0,0,100
Shauna Bannon,0,0,0,0,70,0,10,20,0,100
Mads Burnell,0,0,80,0,0,0,20,0,0,100
John Devine,0,90,0,0,0,0,10,0,0,100
Onassis Parungao,100,0,0,0,0,0,0,0,0,100
Mike Joy,0,90,0,0,0,0,10,0,0,100
Brett Cooper,100,0,0,0,0,0,0,0,0,100
Steven Graham,0,90,0,0,0,0,10,0,0,100
Nate Loughran,0,90,0,0,0,0,10,0,0,100
Callan Potter,0,0,80,0,0,0,20,0,0,100
Aaron Trujillo,100,0,0,0,0,0,0,0,0,100
Rolando Perez,0,0,80,0,0,0,20,0,0,100
Jeri Sitzes,100,0,0,0,0,0,0,0,0,100
Andreas Spang,100,0,0,0,0,0,0,0,0,100
Daniel Barez,0,0,80,0,0,0,20,0,0,100
Jason Freeman,100,0,0,0,0,0,0,0,0,100
Darrell Horcher,0,0,0,0,70,0,30,0,0,100
Anthony Torres,0,90,0,0,0,0,10,0,0,100
Jim Alers,0,0,0,0,70,10,20,0,0,100
Wes Shivers,100,0,0,0,0,0,0,0,0,100
Lara Procopio,0,0,80,0,0,0,20,0,0,100
Sangwook Kim,0,90,0,0,0,0,10,0,0,100
Jamie Colleen,0,90,0,0,0,0,10,0,0,100
Hugo Sandoval,100,0,0,0,0,0,0,0,0,100
Michael Lombardo,0,0,80,0,0,0,10,9,0,99
Carlo Pedersoli Jr.,0,0,0,0,70,0,20,9,0,99
Joe Moreira,0,0,80,0,0,0,10,9,0,99
Jerrel Venetiaan,0,0,0,0,70,0,10,18,0,98
Quillan Salkilld,0,0,80,0,0,0,0,17,0,97
Daniel McWilliams,0,90,0,0,0,0,0,7,0,97
Igor Gracie,0,90,0,0,0,0,0,7,0,97
Maiquel Falcao,0,0,80,0,0,0,0,17,0,97
Felipe Lima,0,90,0,0,0,0,0,7,0,97
Donnie Liles,0,90,0,0,0,0,0,6,0,96
Chalid Arrab,0,0,80,0,0,0,10,6,0,96
Leah Letson,0,0,0,0,70,0,10,16,0,96
Romie Aram,0,0,80,0,0,0,10,5,0,95
Elvis Mutapcic,0,0,0,0,70,0,20,5,0,95
Tony Johnson,0,0,80,0,0,0,10,5,0,95
Masio Fullen,0,0,0,0,70,0,20,5,0,95
Dmitry Sosnovskiy,0,90,0,0,0,0,0,4,0,94
Cameron Olson,0,0,80,0,0,0,0,14,0,94
Melissa Mullins,0,0,80,0,0,0,10,4,0,94
Trevor Harris,0,90,0,0,0,0,0,3,0,93
Megumi Fujii,0,90,0,0,0,0,0,3,0,93
Wang Guan,0,0,0,0,70,0,0,22,0,92
Frank Hamaker,0,90,0,0,0,0,0,2,0,92
Ernest Chavez,0,0,0,0,70,0,20,2,0,92
Rulon Gardner,0,0,80,0,0,0,0,12,0,92
Ken Cross,0,0,80,0,0,0,0,12,0,92
Gabriella Fernandes,0,0,0,0,70,0,20,2,0,92
Augusto Mendes,0,0,0,0,70,0,20,2,0,92
Jesus Pinedo,0,0,80,0,0,0,10,2,0,92
Philip Perez,0,90,0,0,0,0,0,1,0,91
Alberto Montes,0,90,0,0,0,0,0,1,0,91
Shi Ming,0,0,80,0,0,0,0,11,0,91
Tomoya Miyashita,0,0,80,0,0,0,0,11,0,91
Andrew Martinez,0,0,80,0,0,0,0,11,0,91
J.T Taylor,0,90,0,0,0,0,0,0,0,90
Jason Blackford,0,90,0,0,0,0,0,0,0,90
Bobby Escalante,0,90,0,0,0,0,0,0,0,90
Chris Amarante,0,90,0,0,0,0,0,0,0,90
Mitch Whitesel,0,90,0,0,0,0,0,0,0,90
Brad Gumm,0,0,80,0,0,0,10,0,0,90
CJ Fernandes,0,0,80,0,0,0,0,10,0,90
Charles McTorry,0,90,0,0,0,0,0,0,0,90
Irwin Rivera,0,0,0,0,70,0,20,0,0,90
Nicolle Caliari,0,90,0,0,0,0,0,0,0,90
John Kelly,0,90,0,0,0,0,0,0,0,90
Kenny Giddens,0,90,0,0,0,0,0,0,0,90
Justin Martin,0,90,0,0,0,0,0,0,0,90
Chris Barnhizer,0,90,0,0,0,0,0,0,0,90
Dan Molina,0,90,0,0,0,0,0,0,0,90
Andrew Montanez,0,0,80,0,0,0,10,0,0,90
Austin Vanderford,0,90,0,0,0,0,0,0,0,90
Bao Quach,0,0,80,0,0,0,10,0,0,90
Bruno Santos,0,0,0,0,70,0,20,0,0,90
Collin Huckbody,0,90,0,0,0,0,0,0,0,90
Bob Cook,0,90,0,0,0,0,0,0,0,90
Rhadi Ferguson,0,90,0,0,0,0,0,0,0,90
JW Wright,0,90,0,0,0,0,0,0,0,90
Jonathan  Mix,0,90,0,0,0,0,0,0,0,90
Sterling Ford,0,0,80,0,0,0,10,0,0,90
Chris Padilla,0,90,0,0,0,0,0,0,0,90
Tristan Arenal,0,90,0,0,0,0,0,0,0,90
Cortez Coleman,0,90,0,0,0,0,0,0,0,90
Merritt Warren,0,90,0,0,0,0,0,0,0,90
Derrick Mehmen,0,0,80,0,0,0,10,0,0,90
Nate James,0,0,80,0,0,0,10,0,0,90
Matt Pedro,0,90,0,0,0,0,0,0,0,90
Drew Pendleton,0,90,0,0,0,0,0,0,0,90
Takeru Uchida,0,90,0,0,0,0,0,0,0,90
Bryan Humes,0,90,0,0,0,0,0,0,0,90
Pablo Alfonso,0,90,0,0,0,0,0,0,0,90
Pat Benson,0,90,0,0,0,0,0,0,0,90
Chris Bostick,0,90,0,0,0,0,0,0,0,90
Issac DeJesus,0,90,0,0,0,0,0,0,0,90
Scott Adams,0,90,0,0,0,0,0,0,0,90
Dillon Smith,0,90,0,0,0,0,0,0,0,90
Adam Schindler,0,90,0,0,0,0,0,0,0,90
Josh Pulsifer,0,90,0,0,0,0,0,0,0,90
Cyrillo Padilha,0,0,80,0,0,0,10,0,0,90
Jeremy Umphries,0,90,0,0,0,0,0,0,0,90
Robert Breslin,0,0,80,0,0,0,10,0,0,90
Trey Houston,0,90,0,0,0,0,0,0,0,90
Andy Uhrich,0,90,0,0,0,0,0,0,0,90
Patrick Walsh,0,0,80,0,0,0,10,0,0,90
Henry Martinez,0,0,0,0,70,0,20,0,0,90
Eddie Yagin,0,0,0,0,70,0,20,0,0,90
Ralph Gracie,0,0,80,0,0,0,10,0,0,90
Danyelle Wolf,0,0,80,0,0,0,10,0,0,90
Casey Ryan,0,90,0,0,0,0,0,0,0,90
Zoila Frausto,0,0,80,0,0,0,10,0,0,90
Ronald Carillo,0,90,0,0,0,0,0,0,0,90
Tokitaka Nakanishi,0,0,80,0,0,0,10,0,0,90
Francisco France,0,90,0,0,0,0,0,0,0,90
Turrell Galloway,0,90,0,0,0,0,0,0,0,90
Alex Gilpin,0,90,0,0,0,0,0,0,0,90
Nick Nolte,0,90,0,0,0,0,0,0,0,90
Sirwan Kakai,0,0,80,0,0,0,10,0,0,90
Erisson Ferreira,0,0,80,0,0,0,10,0,0,90
Ryan Larson,0,90,0,0,0,0,0,0,0,90
Takeshi Yamazaki,0,0,80,0,0,0,10,0,0,90
Bret Bergmark,0,0,80,0,0,0,10,0,0,90
Saimon Oliveira,0,0,0,0,70,0,20,0,0,90
John Kuhner,0,90,0,0,0,0,0,0,0,90
Milana Dudieva,0,0,0,0,70,0,20,0,0,90
Jess Bouscal,0,90,0,0,0,0,0,0,0,90
Montserrat Rendon,0,0,0,0,70,0,10,9,0,89
John Polakowski,0,0,0,0,70,0,10,9,0,89
Jesse Ronson,0,0,0,0,0,10,50,29,0,89
Mo Miller,0,0,80,0,0,0,0,8,0,88
Dan Cramer,0,0,0,0,70,0,10,8,0,88
Melinda Fabian,0,0,0,75,0,0,10,2,0,87
Rami Hamed,0,0,80,0,0,0,0,7,0,87
Hailey Cowan,0,0,0,0,70,0,10,7,0,87
Ricky Steele,0,0,0,0,70,0,0,17,0,87
Tyrone Roberts,0,0,80,0,0,0,0,6,0,86
Rolando Bedoya,0,0,0,0,0,0,30,56,0,86
Will Ribeiro,0,0,0,0,70,0,10,5,0,85
John Gunther,0,0,0,75,0,0,10,0,0,85
Julie Kedzie,0,0,0,0,0,0,50,35,0,85
Mark Hughes,0,0,80,0,0,0,0,5,0,85
Ben Earwood,0,0,80,0,0,0,0,3,0,83
Kyle Driscoll,0,0,80,0,0,0,0,2,0,82
Puja Tomar,0,0,0,0,70,0,0,11,0,81
Jeremiah Riggs,0,0,80,0,0,0,0,0,0,80
Nick Ertl,0,0,0,0,70,0,10,0,0,80
Michelle Maher,0,0,80,0,0,0,0,0,0,80
Landon Showalter,0,0,80,0,0,0,0,0,0,80
David Gomez,0,0,80,0,0,0,0,0,0,80
Dewey Cooper,0,0,80,0,0,0,0,0,0,80
Bahatebole Batebolati,0,0,80,0,0,0,0,0,0,80
Thomas Longacre,0,0,80,0,0,0,0,0,0,80
Koyomi Matsushima,0,0,0,0,70,0,10,0,0,80
Bogdan Grad,0,0,0,0,70,0,10,0,0,80
Jason McLean,0,0,80,0,0,0,0,0,0,80
Artenus Young,0,0,80,0,0,0,0,0,0,80
Sidney Outlaw,0,0,80,0,0,0,0,0,0,80
Vinicius Magalhaes,0,0,80,0,0,0,0,0,0,80
Juan Alcain,0,0,80,0,0,0,0,0,0,80
Ricky Legere Jr.,0,0,80,0,0,0,0,0,0,80
Rico Altamirano,0,0,80,0,0,0,0,0,0,80
Len Bentley,0,0,80,0,0,0,0,0,0,80
Alexander Crispim,0,0,80,0,0,0,0,0,0,80
Anthony Avila,0,0,80,0,0,0,0,0,0,80
Eric Galvan,0,0,80,0,0,0,0,0,0,80
Jaime Alvarez,0,0,80,0,0,0,0,0,0,80
Eddie Mendez,0,0,0,0,70,0,10,0,0,80
Zach Underwood,0,0,80,0,0,0,0,0,0,80
Joe Ellenberger,0,0,0,0,70,0,10,0,0,80
Jacob Noe,0,0,80,0,0,0,0,0,0,80
Azat Maksum,0,0,0,0,70,0,10,0,0,80
Zach Skinner,0,0,80,0,0,0,0,0,0,80
Pro Escobedo,0,0,80,0,0,0,0,0,0,80
David Rasouri,0,0,80,0,0,0,0,0,0,80
Ryan Bastianelli,0,0,80,0,0,0,0,0,0,80
Christian Uflacker,0,0,80,0,0,0,0,0,0,80
Dwight Joseph,0,0,80,0,0,0,0,0,0,80
Joe Warren,0,0,0,0,70,0,10,0,0,80
Albert Rios,0,0,80,0,0,0,0,0,0,80
Alan Gomez,0,0,80,0,0,0,0,0,0,80
Alex Crispin,0,0,80,0,0,0,0,0,0,80
Istela Nunes,0,0,0,0,0,0,40,39,0,79
Blood Diamond,0,0,0,0,0,0,30,47,0,77
Olivier Murad,0,0,0,0,70,0,0,6,0,76
Mike Jackson,0,0,0,0,0,10,20,46,0,76
DeAnna Bennett,0,0,0,75,0,0,0,0,0,75
Michael Byrnes,0,0,0,75,0,0,0,0,0,75
Spencer Hearns,0,0,0,75,0,0,0,0,0,75
Tonya Evinger,0,0,0,0,0,0,50,0,25,75
Alfonso Alcarez,0,0,0,75,0,0,0,0,0,75
Stoney Hale,0,0,0,0,70,0,0,0,0,70
Yusuke Kawaguchi,0,0,0,0,70,0,0,0,0,70
Alan Baudot,0,0,0,0,0,10,30,30,0,70
Carli Judice,0,0,0,0,0,0,20,50,0,70
Juan Puerta,0,0,0,0,70,0,0,0,0,70
Lucrezia Ria,0,0,0,0,70,0,0,0,0,70
Brandon Magana,0,0,0,0,70,0,0,0,0,70
Damion Douglas,0,0,0,0,70,0,0,0,0,70
Chad Robichaux,0,0,0,0,70,0,0,0,0,70
Gisele Moreira,0,0,0,0,70,0,0,0,0,70
Chris Manuel,0,0,0,0,70,0,0,0,0,70
Kevin Croom,0,0,0,0,0,10,30,25,0,65
Nolan Ticman,0,0,0,0,0,0,20,43,0,63
Michael Aswell,0,0,0,0,0,0,10,53,0,63
Jay Perrin,0,0,0,0,0,0,40,21,0,61
Darian Weeks,0,0,0,0,0,0,30,31,0,61
Naoyuki Kotani,0,0,0,0,0,0,60,0,0,60
Daniel Lacerda,0,0,0,0,0,10,50,0,0,60
Akira Kikuchi,0,0,0,0,0,0,10,49,0,59
Terrion Ware,0,0,0,0,0,0,40,18,0,58
Ross Pointon,0,0,0,0,0,0,30,2,25,57
Keith Wisniewski,0,0,0,0,0,0,50,7,0,57
Ricardo Funch,0,0,0,0,0,0,40,15,0,55
Yoislandy Izquierdo,0,0,0,0,0,0,20,35,0,55
Joe Hurley,0,0,0,0,0,0,30,0,25,55
Fernando Gonzalez,0,0,0,0,0,0,30,25,0,55
Kit Cope,0,0,0,0,0,0,30,0,25,55
Zarah Fairn,0,0,0,0,0,0,40,15,0,55
Ronald Jhun,0,0,0,0,0,0,30,0,25,55
Jameel Massouh,0,0,0,0,0,0,30,25,0,55
Bryan Pardoe,0,0,0,0,0,0,30,0,25,55
Alan Omer,0,0,0,0,0,0,20,34,0,54
Matt Van Buren,0,0,0,0,0,0,20,34,0,54
Sabah Homasi,0,0,0,0,0,0,40,12,0,52
Johnny Rees,0,0,0,0,0,0,20,32,0,52
Yosdenis Cedeno,0,0,0,0,0,0,30,22,0,52
Rayanne dos Santos,0,0,0,0,0,0,30,21,0,51
Kelly Faszholz,0,0,0,0,0,0,20,31,0,51
Kalindra Faria,0,0,0,0,0,0,30,21,0,51
Khadis Ibragimov,0,0,0,0,0,0,40,10,0,50
Bobby Hoffman,0,0,0,0,0,10,20,20,0,50
Shayna Baszler,0,0,0,0,0,0,50,0,0,50
Sammy Morgan,0,0,0,0,0,0,50,0,0,50
Victor Reyna,0,0,0,0,0,0,20,28,0,48
JR Coughran,0,0,0,0,0,0,10,38,0,48
Hector Ramirez,0,0,0,0,0,0,30,17,0,47
Zelim Imadaev,0,0,0,0,0,0,30,17,0,47
Jeremy Larsen,0,0,0,0,0,0,30,16,0,46
Justin McElfresh,0,0,0,0,0,0,20,0,25,45
Jan Finney,0,0,0,0,0,0,20,0,25,45
Chance Farrar,0,0,0,0,0,0,20,0,25,45
Hiroko Yamanaka,0,0,0,0,0,10,10,0,25,45
Taneisha Tennant,0,0,0,0,0,0,10,34,0,44
Allan Zuniga,0,0,0,0,0,0,10,32,0,42
Victor Valimaki,0,0,0,0,0,0,20,22,0,42
Takafumi Otsuka,0,0,0,0,0,0,40,1,0,41
Seichi Ikemoto,0,0,0,0,0,0,40,1,0,41
Denys Bondar,0,0,0,0,0,0,30,11,0,41
Fabio Cherant,0,0,0,0,0,0,40,1,0,41
Jon Olav Einemo,0,0,0,0,0,0,30,10,0,40
John Allan,0,0,0,0,0,10,30,0,0,40
Alen Amedovski,0,0,0,0,0,0,40,0,0,40
Liang Na,0,0,0,0,0,0,40,0,0,40
Dequan Townsend,0,0,0,0,0,0,40,0,0,40
Edwin DeWees,0,0,0,0,0,0,40,0,0,40
Steve Berger,0,0,0,0,0,10,30,0,0,40
Rhys McKee,0,0,0,0,0,0,40,0,0,40
Jodie Esquibel,0,0,0,0,0,0,40,0,0,40
Olaf Alfonso,0,0,0,0,0,0,40,0,0,40
Harry Hunsucker,0,0,0,0,0,0,40,0,0,40
Aaron Phillips,0,0,0,0,0,0,40,0,0,40
Shannon Ross,0,0,0,0,0,0,40,0,0,40
Wulijiburen,0,0,0,0,0,0,40,0,0,40
Keith Berry,0,0,0,0,0,0,40,0,0,40
Travis Wiuff,0,0,0,0,0,0,40,0,0,40
Yosuke Nishijima,0,0,0,0,0,0,40,0,0,40
Wes Sims,0,0,0,0,0,0,40,0,0,40
Hiromitsu Kanehara,0,0,0,0,0,0,40,0,0,40
Yoji Anjo,0,0,0,0,0,0,40,0,0,40
Jesse Forbes,0,0,0,0,0,0,40,0,0,40
Curtis Stout,0,0,0,0,0,0,40,0,0,40
Thomas Denny,0,0,0,0,0,0,40,0,0,40
Kevin Jordan,0,0,0,0,0,0,30,9,0,39
Marcelo Rojo,0,0,0,0,0,0,30,8,0,38
Jeff Joslin,0,0,0,0,0,0,20,18,0,38
Willamy Freire,0,0,0,0,0,0,20,18,0,38
